"Neo.Reference.ID","Absolute.Magnitude","Est.Dia.in.KM.min.","Est.Dia.in.KM.max.","Epoch.Date.Close.Approach","Relative.Velocity.km.per.sec","Miles.per.hour","Miss.Dist..kilometers.","Orbit.ID","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Epoch.Osculation","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Perihelion.Time","Mean.Anomaly","Mean.Motion","Hazardous"
3388485,25.6,0.0201629919,0.0450858206,1193036400000,8.8242447945,19738.9531808124,7284764.5,7,7,0.0488276,6.587,2458000.5,0.298380499346808,0.896269511349001,9.68518340814814,14.8581563539374,309.92482282706,0.628840167003366,146.242618911268,1.16369885569464,2457894.34639127,123.30506086626,1.16157201193556,"False"
3153530,24.8,0.0291443905,0.0651688382,1.31607e+12,11.7955651581,26385.4997022601,56487392,14,6,0.0133187,7.149,2458000.5,0.261800373238527,0.814526744506593,4.88153088317374,38.7782553377185,268.507517865749,0.601283338782004,352.355024581448,1.02777015023118,2457988.1278575,16.5878830302173,1.34074458272709,"False"
3654067,19.3,0.3669061375,0.8204270649,855388800000,15.1853763046,33968.1682557689,57351216,18,0,0.133154,4.762,2457600.5,0.372780395312501,1.34283463946473,19.8210732895942,64.0050060243479,568.371418252811,0.842252211725749,151.938517324002,1.84341706720371,2457356.64845129,154.452800963326,0.633388640665025,"False"
3652856,22,0.1058168859,0.2366137501,1303455600000,29.7438064126,66533.920564444,72214936,13,7,0.0356267,4.005,2458000.5,0.560050763129645,1.69896927392155,5.44664954493727,259.473679671365,808.866248221841,0.747460235527968,51.808488897074,2.65047831231514,2458146.83697269,294.870183689297,0.445067402418385,"False"
2401954,18.8,0.4619074603,1.0328564805,1318057200000,15.9697226214,35722.6725317906,45812268,34,1,0.0160302,7.06,2458000.5,0.286890658468444,0.826322690094655,1.32744530880263,92.0699150641935,274.361358289453,0.589258429425983,71.733877846199,1.06338695076333,2458113.07631872,212.284319514403,1.31213813142081,"True"
3761271,24.4,0.0350392641,0.0783501764,909039600000,12.4357373434,27817.5008633508,9423812,3,6,0.00908397,7.176,2458000.5,0.362341281811157,0.804511168267072,14.9565157106721,206.128849634937,263.570343719337,0.51300356032579,327.946014101613,1.09601877620835,2458032.7400764,315.964592447247,1.3658592803724,"False"
2469737,20.4,0.2210828104,0.4943561926,835426800000,10.2031301159,22823.3817562572,12809289,56,0,0.0539712,7.35,2458000.5,0.483344486627382,0.779344351215217,6.05724655770433,114.442384525692,251.300015146684,0.402652555871148,0.749508695943197,1.15603614655928,2457958.89732712,59.5979360751912,1.43255064982733,"False"
3343108,24,0.0421264611,0.0941976306,1158303600000,7.2487686901,16214.7706829854,6257070.5,16,7,0.0160441,3.789,2458000.5,0.467994337065148,1.91492766149303,1.44781666672852,296.642250497016,967.892190770754,1.01875236002488,37.5115680675166,2.81110296296117,2457853.42243379,54.7043610221549,0.371942250834077,"False"
3102683,22.1,0.1010543415,0.2259643771,850636800000,11.739294092,26259.6269542883,48683492,12,1,0.0113586,5.9,2458000.5,0.556733701230547,1.00660585198909,0.848196058675392,127.062217991994,368.882118331136,0.446194450330874,186.845250366918,1.5670172536473,2458094.41479856,268.346526435002,0.975921526445034,"True"
3682927,25.3,0.0231502122,0.0517654482,1377154800000,13.1733464755,29467.458731126,45949116,5,8,0.0256218,6.156,2456893.5,0.252933893895619,0.961773036513152,26.2796612156615,332.711653277927,344.514355334402,0.718508037344068,122.058223966077,1.20503803568224,2456985.51151157,263.852644594031,1.04494920001393,"False"
3772381,28.609,0.0050437665,0.0112782049,859017600000,6.4489362385,14425.6254718864,20354612,4,6,0.00593377,5.539,2458000.5,0.133280960614065,1.12690717844147,2.32525362871498,165.331076086233,436.948894526047,0.976711907175903,323.131580604523,1.27710244970703,2457784.59018868,177.887009322544,0.823894978360085,"False"
2002063,17.3,0.9216265485,2.0608196123,1387094400000,11.6230077604,25999.5060592499,45158476,115,0,0.0677359,5.669,2458000.5,0.349359634140716,1.07793218955741,9.43308111767365,33.1033539808582,408.776187280115,0.701346194185136,55.3152748858511,1.45451818492969,2457872.03661152,113.134818739679,0.880677522815949,"False"
3724583,24.1,0.040230458,0.0899580388,1268035200000,10.6061247982,23724.8405610379,41448456,5,7,0.0550164,5.38,2458000.5,0.143624355691944,1.16489981023179,12.9181394477553,123.434373976353,459.231096842979,0.997591825541585,113.537096547534,1.332207794922,2458077.80159871,299.401805048183,0.783919038747264,"False"
3694987,19.7,0.3051792326,0.6824015094,1131436800000,36.2337489752,81051.2730826224,67715424,26,0,0.0290384,3.374,2458000.5,0.727179542254948,2.07026711849413,6.57397757755917,6.00281249481668,1088.0228179699,0.564811222922098,286.79406792759,3.57572301406616,2457994.39147833,2.02115963454225,0.330875413690046,"True"
3712665,24,0.0421264611,0.0941976306,1068883200000,6.1501496399,13757.2697295902,47854544,12,4,0.0109591,5.516,2458000.5,0.148396751098746,1.13219699925187,4.06963220326733,2.58307080555316,440.02912830399,0.964182642959138,233.248804596445,1.30021135554459,2458030.21192443,335.691852867863,0.818127657565655,"False"
3545705,25.1,0.0253837029,0.0567596853,1.066806e+12,15.8658183888,35490.2491538859,58427312,7,7,0.10432,6.435,2458000.5,0.202910881052945,0.923481350890957,14.0532351860451,169.682837636362,324.145966036909,0.736096936345709,359.549716560939,1.11086576543621,2457885.97541701,127.192234965407,1.11061076712276,"False"
